output_field,dtype,unit,source_tier,source_key,official_report_name,queryname,version,market_run_id,official_raw_field,official_dimension_fields,original_cadence,hour_alignment_or_aggregation,official_entry_url,explanation_zh
dam_as_clearing_price__usd_per_mw__ru__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__ru__as_np26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__ru__as_np26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__ru__as_sp26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__ru__as_sp26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_caiso,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_caiso_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_np26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_np26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_sp26,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_clearing_price__usd_per_mw__sr__as_sp26_exp,float64,$/MW,official CAISO OASIS,as_price,Ancillary-service clearing prices,PRC_AS,12.0,DAM,MW (price value in PRC_AS),ANC_TYPE + ANC_REGION,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务清算价格；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_caiso,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_np26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_np26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_sp26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__nr__as_sp26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_caiso,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_np26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_np26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_sp26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rd__as_sp26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rmd__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__rmu__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_caiso,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_np26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_np26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_sp26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__ru__as_sp26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_caiso,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_caiso_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_np26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_np26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_sp26,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_as_total_procured__mw__sr__as_sp26_exp,float64,MW,official CAISO OASIS,as_result,Ancillary-service results,AS_RESULTS,1.0,DAM,MW filtered to RESULT_TYPE=AS_MW,ANC_TYPE + ANC_REGION + RESULT_TYPE,hourly DAM,official hourly total-procured value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前辅助服务总采购量；具体维度已编码在字段名中。
dam_schedule__mw__export__caiso_totals,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__export__tac_ecntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__export__tac_north,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__export__tac_south,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__generation__caiso_totals,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__generation__tac_ecntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__generation__tac_ncntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__generation__tac_north,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__generation__tac_south,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__import__caiso_totals,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__import__tac_ecntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__import__tac_ncntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__import__tac_north,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__import__tac_south,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__caiso_totals,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__nontac,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__tac_ecntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__tac_ncntr,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__tac_north,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
dam_schedule__mw__load__tac_south,float64,MW,official CAISO OASIS,slrs,Supply and load resource schedules,ENE_SLRS,1.0,DAM,MW,TAC_ZONE_NAME + SCHEDULE,hourly DAM,official hourly interval-start value; no aggregation,https://www.caiso.com/documents/oasisapispecification.pdf,日前供给、负荷、进口或出口计划；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__ava__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__azps__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__azps__nrthgila500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__azps__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__azps__willowbeach,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__ctw230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__lake,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__ranchoseco,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__standiford,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__tesla230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__banc__westlytsla,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__bcha__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__bcha__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
